;Fecha;Ubicacion;Temperatura;Humedad;Presion;VelocidadViento;DireccionViento;Precipitacion;PuntoRocio;VelocidadVehiculo;LongitudVehiculo;Humo
18;21/06/2020 06:00;Rio Seco - Monteros;4;73.23;1025;29;262;38;3;0;0;0
19;15/02/2020 11:28;Concepcion - Rio Seco;14;73.24;1020;38;263;34;13;0;0;0
20;30/06/2020 11:05;Rio Marapa - Villa Belgrano;11;73.25;1021;51;264;55;10;0;0;0
21;30/01/2020 19:32;Interseccion ruta 322 - Interseccion ruta 321;7;73.26;1026;6;265;43;6;0;0;0
22;23/05/2020 22:20;Rio Marapa - Villa Belgrano;15;73.27;1023;27;266;50;14;0;0;0
23;06/03/2021 17:52;Interseccion ruta 321 - S M de Tuc;1;73.28;1023;5;267;8;0;0;0;0
24;02/10/2020 02:46;Rio Marapa - Villa Belgrano;8;73.29;1026;11;268;19;7;0;0;0
25;07/02/2020 02:06;Pueblo Viejo - Rio el Sueño;10;73.30;1024;37;269;18;9;0;0;0
26;16/03/2021 12:00;Rio el Sueño - Huasa Pampa;5;73.31;1024;46;270;46;4;0;0;0
27;08/03/2020 01:16;Interseccion ruta 321 - S M de Tuc;4;73.32;1020;15;271;63;3;0;0;0
28;08/12/2020 17:08;Aguilares - Concepcion;13;73.33;1025;30;272;42;12;0;0;0
29;26/03/2021 18:23;Rio Seco - Monteros;4;73.34;1023;10;273;11;3;0;0;0
30;18/10/2020 05:15;Concepcion - Rio Seco;7;73.35;1021;9;274;42;6;0;0;0
31;15/03/2021 04:22;Concepcion - Rio Seco;4;73.36;1020;16;275;0;3;0;0;0
32;17/04/2020 22:50;Rio Marapa - Villa Belgrano;8;73.37;1025;13;276;20;7;0;0;0
33;05/09/2020 06:03;Concepcion - Rio Seco;1;73.38;1024;21;277;51;0;0;0;0
34;25/04/2020 04:38;Pueblo Viejo - Rio el Sueño;5;73.39;1021;16;278;36;4;0;0;0
35;02/04/2020 17:17;Interseccion ruta 321 - S M de Tuc;11;73.40;1020;20;279;64;10;0;0;0
36;16/01/2020 10:33;Rio Marapa - Villa Belgrano;2;73.41;1026;51;280;30;1;0;0;0
37;14/03/2020 15:00;Villa Belgrano - Aguilares;6;73.42;1023;69;281;51;5;0;0;0
38;26/04/2020 02:12;Rio Marapa - Villa Belgrano;4;73.43;1019;49;282;13;3;0;0;0
39;28/09/2020 15:46;Rio Marapa - Villa Belgrano;11;73.44;1022;55;283;48;10;0;0;0
40;08/11/2020 20:40;Rio Marapa - Villa Belgrano;5;73.45;1024;70;284;62;4;0;0;0
41;29/08/2020 05:22;Pueblo Viejo - Rio el Sueño;12;73.46;1021;25;285;13;11;0;0;0
42;14/12/2020 02:10;Monteros - Rio Caspichango;14;73.47;1020;51;286;64;13;0;0;0
43;23/03/2020 01:30;Aguilares - Concepcion;1;73.48;1019;24;287;57;0;0;0;0
44;26/02/2020 18:35;Pueblo Viejo - Rio el Sueño;3;73.49;1019;59;288;45;2;0;0;0
45;18/06/2020 20:25;Rio Seco - Monteros;4;73.50;1021;55;289;16;3;0;0;0
46;31/03/2021 22:22;Rio Marapa - Villa Belgrano;10;73.51;1025;39;290;56;9;0;0;0
47;24/08/2020 01:40;Interseccion ruta 321 - S M de Tuc;3;73.52;1022;35;291;7;2;0;0;0
48;24/03/2020 03:26;Rio Marapa - Villa Belgrano;3;73.53;1023;31;292;26;2;0;0;0
49;29/01/2020 03:32;Interseccion ruta 322 - Interseccion ruta 321;4;73.54;1025;2;293;24;3;0;0;0
50;08/07/2020 15:27;Rio el Sueño - Huasa Pampa;2;73.55;1024;14;294;66;1;0;0;0
51;31/05/2020 08:52;Aguilares - Concepcion;15;73.56;1020;48;295;9;14;0;0;0
52;10/03/2021 00:03;Interseccion ruta 322 - Interseccion ruta 321;4;73.57;1026;43;296;0;3;0;0;0
53;13/06/2020 08:00;Rio el Sueño - Huasa Pampa;12;73.58;1026;49;297;33;11;0;0;0
54;30/03/2021 00:13;Concepcion - Rio Seco;8;73.59;1023;44;298;33;7;0;0;0
55;16/03/2021 19:01;Huasa Pampa - Rio Marapa;4;73.60;1021;33;299;1;3;0;0;0
56;11/10/2020 04:50;Pueblo Viejo - Rio el Sueño;3;73.61;1026;9;300;36;2;0;0;0
57;24/07/2020 10:53;Rio Caspichango - Interseccion ruta 322;12;73.62;1024;58;301;63;11;0;0;0
58;27/03/2021 03:46;Rio Seco - Monteros;14;73.63;1022;47;302;54;13;0;0;0
59;23/10/2020 18:49;Rio el Sueño - Huasa Pampa;14;73.64;1022;9;303;41;13;0;0;0
60;01/10/2020 19:21;Rio Marapa - Villa Belgrano;9;73.65;1020;62;304;22;8;0;0;0
61;17/07/2020 09:02;Interseccion ruta 321 - S M de Tuc;1;73.66;1023;41;305;48;0;0;0;0
62;12/06/2020 13:08;Villa Belgrano - Aguilares;14;73.67;1026;6;306;64;13;0;0;0
63;06/12/2020 03:32;Rio Marapa - Villa Belgrano;9;73.68;1023;61;307;55;8;0;0;0
64;31/05/2020 01:37;Rio Marapa - Villa Belgrano;15;73.69;1025;32;308;22;14;0;0;0
65;16/09/2020 00:57;Rio el Sueño - Huasa Pampa;13;73.70;1026;45;309;48;12;0;0;0
66;06/05/2020 04:43;Villa Belgrano - Aguilares;4;73.71;1019;40;310;46;3;0;0;0
67;07/04/2021 02:55;Rumi Punco - Pueblo Viejo;2;73.72;1024;1;311;35;1;0;0;0
68;02/12/2020 02:19;Interseccion ruta 321 - S M de Tuc;13;73.73;1026;52;312;51;12;0;0;0
69;09/01/2021 01:32;Villa Belgrano - Aguilares;5;73.74;1026;44;313;18;4;0;0;0
70;11/02/2020 21:41;Pueblo Viejo - Rio el Sueño;2;73.75;1022;38;314;9;1;0;0;0
71;07/01/2021 11:00;Rio Caspichango - Interseccion ruta 322;15;73.76;1026;65;315;7;14;0;0;0
72;07/02/2021 18:07;Pueblo Viejo - Rio el Sueño;6;73.77;1025;15;316;27;5;0;0;0
73;14/10/2020 04:27;Villa Belgrano - Aguilares;4;73.78;1022;46;317;34;3;0;0;0
74;28/10/2020 17:46;Villa Belgrano - Aguilares;8;73.79;1026;5;318;58;7;0;0;0
75;25/07/2020 06:22;Rio el Sueño - Huasa Pampa;1;73.80;1021;65;319;66;0;0;0;0
76;05/01/2021 07:17;Pueblo Viejo - Rio el Sueño;9;73.81;1020;54;320;46;8;0;0;0
77;31/10/2020 14:41;Huasa Pampa - Rio Marapa;8;73.82;1026;48;321;4;7;0;0;0
78;02/02/2020 20:49;Rio el Sueño - Huasa Pampa;6;73.83;1024;56;322;29;5;0;0;0
79;01/02/2021 13:20;Rio Seco - Monteros;3;73.84;1025;13;323;0;2;0;0;0
80;16/12/2020 15:38;Rio Caspichango - Interseccion ruta 322;10;73.85;1019;14;324;44;9;0;0;0
81;12/12/2020 04:15;Rio Caspichango - Interseccion ruta 322;5;73.86;1019;14;325;47;4;0;0;0
82;20/05/2020 02:34;Rio Marapa - Villa Belgrano;15;73.87;1022;15;326;12;14;0;0;0
83;21/01/2021 18:18;Aguilares - Concepcion;4;73.88;1020;46;327;47;3;0;0;0
84;09/02/2020 04:51;Huasa Pampa - Rio Marapa;5;73.89;1022;34;328;11;4;0;0;0
85;16/02/2020 13:57;Villa Belgrano - Aguilares;10;73.90;1024;46;329;37;9;0;0;0
86;12/02/2021 12:33;Rio Caspichango - Interseccion ruta 322;9;73.91;1023;42;330;61;8;0;0;0
87;16/11/2020 03:03;Concepcion - Rio Seco;11;73.92;1019;3;331;58;10;0;0;0
88;25/01/2021 12:38;Villa Belgrano - Aguilares;2;73.93;1024;43;332;16;1;0;0;0
89;11/02/2020 20:34;Pueblo Viejo - Rio el Sueño;15;73.94;1019;40;333;47;14;0;0;0
90;28/12/2020 15:59;Villa Belgrano - Aguilares;15;73.95;1025;40;334;46;14;0;0;0
91;17/09/2020 10:23;Interseccion ruta 322 - Interseccion ruta 321;11;73.96;1026;41;335;11;10;0;0;0
92;19/10/2020 01:07;Rio Caspichango - Interseccion ruta 322;9;73.97;1021;50;336;43;8;0;0;0
93;20/07/2020 14:45;Monteros - Rio Caspichango;14;73.98;1025;27;337;13;13;0;0;0
94;24/01/2020 16:23;Monteros - Rio Caspichango;12;73.99;1025;53;338;59;11;0;0;0
95;15/01/2021 15:40;Rio Marapa - Villa Belgrano;8;73.100;1021;30;339;29;7;0;0;0
96;22/03/2021 12:08;Interseccion ruta 321 - S M de Tuc;8;73.101;1024;29;340;57;7;0;0;0
97;01/02/2021 02:29;Monteros - Rio Caspichango;3;73.102;1024;25;341;65;2;0;0;0
98;04/05/2020 17:47;Interseccion ruta 322 - Interseccion ruta 321;5;73.103;1020;27;342;62;4;0;0;0
99;31/01/2021 00:21;Monteros - Rio Caspichango;5;73.104;1025;6;343;17;4;0;0;0
100;06/04/2021 18:06;Interseccion ruta 322 - Interseccion ruta 321;11;73.105;1022;45;344;12;10;0;0;0
101;20/12/2020 06:47;Interseccion ruta 322 - Interseccion ruta 321;3;73.106;1023;40;345;59;2;0;0;0
102;26/01/2021 04:58;Rio el Sueño - Huasa Pampa;8;73.107;1019;51;346;42;7;0;0;0
103;30/12/2020 00:10;Rio Marapa - Villa Belgrano;8;73.108;1020;30;347;55;7;0;0;0
104;12/02/2020 16:47;Rio Marapa - Villa Belgrano;2;73.109;1019;27;348;63;1;0;0;0
105;10/06/2020 11:29;Rumi Punco - Pueblo Viejo;2;73.110;1023;48;349;48;1;0;0;0
106;30/01/2020 01:44;Interseccion ruta 322 - Interseccion ruta 321;1;73.111;1024;51;350;32;0;0;0;0
107;21/05/2020 23:46;Pueblo Viejo - Rio el Sueño;11;73.112;1024;20;351;65;10;0;0;0
108;15/01/2021 18:43;Rio Marapa - Villa Belgrano;13;73.113;1023;34;352;21;12;0;0;0
109;09/05/2020 21:19;Rio Marapa - Villa Belgrano;4;73.114;1024;64;353;48;3;0;0;0
110;27/12/2020 13:16;Rio Seco - Monteros;7;73.115;1019;69;354;18;6;0;0;0
111;12/01/2021 20:44;Rio Marapa - Villa Belgrano;15;73.116;1022;68;355;50;14;0;0;0
112;20/12/2020 06:24;Pueblo Viejo - Rio el Sueño;11;73.117;1026;69;356;7;10;0;0;0
113;14/08/2020 23:17;Aguilares - Concepcion;1;73.118;1020;22;357;34;0;0;0;0
114;12/08/2020 09:32;Rio Marapa - Villa Belgrano;3;73.119;1022;15;358;6;2;0;0;0
115;31/12/2020 03:34;Aguilares - Concepcion;15;73.120;1022;20;359;31;14;0;0;0
116;28/04/2020 17:33;Rio Seco - Monteros;15;73.121;1022;7;360;38;14;0;0;0
117;07/04/2020 23:54;Rio Caspichango - Interseccion ruta 322;3;73.122;1026;1;361;55;2;0;0;0
118;15/03/2021 03:33;Rumi Punco - Pueblo Viejo;11;73.123;1025;13;362;43;10;0;0;0
119;22/10/2020 15:38;Rio Caspichango - Interseccion ruta 322;3;73.124;1022;50;363;51;2;0;0;0
120;30/03/2021 14:43;Rumi Punco - Pueblo Viejo;14;73.125;1024;36;364;47;13;0;0;0
121;26/03/2021 13:39;Monteros - Rio Caspichango;3;73.126;1026;20;365;63;2;0;0;0
122;13/01/2020 13:33;Rio Seco - Monteros;13;73.127;1023;68;366;50;12;0;0;0
123;04/09/2020 10:02;Rumi Punco - Pueblo Viejo;8;73.128;1022;46;367;57;7;0;0;0
124;17/01/2021 06:20;Rio Marapa - Villa Belgrano;4;73.129;1021;5;368;34;3;0;0;0
125;18/12/2020 06:52;Huasa Pampa - Rio Marapa;15;73.130;1025;19;369;59;14;0;0;0
126;21/09/2020 20:36;Villa Belgrano - Aguilares;10;73.131;1023;17;370;1;9;0;0;0
127;07/07/2020 04:46;Pueblo Viejo - Rio el Sueño;10;73.132;1026;0;371;11;9;0;0;0
128;02/11/2020 11:36;Rio Marapa - Villa Belgrano;9;73.133;1022;31;372;54;8;0;0;0
129;04/09/2020 05:21;Rio el Sueño - Huasa Pampa;13;73.134;1020;44;373;5;12;0;0;0
130;25/11/2020 00:40;Interseccion ruta 322 - Interseccion ruta 321;11;73.135;1022;43;374;52;10;0;0;0
131;23/10/2020 22:13;Interseccion ruta 322 - Interseccion ruta 321;12;73.136;1026;15;375;59;11;0;0;0
132;24/01/2020 17:58;Rio Seco - Monteros;10;73.137;1022;23;376;26;9;0;0;0
133;19/05/2020 03:21;Concepcion - Rio Seco;14;73.138;1019;14;377;16;13;0;0;0
134;02/02/2020 21:32;Rio Caspichango - Interseccion ruta 322;7;73.139;1020;24;378;15;6;0;0;0
135;16/07/2020 13:13;Rio Marapa - Villa Belgrano;7;73.140;1019;27;379;62;6;0;0;0
136;12/03/2021 06:35;Monteros - Rio Caspichango;1;73.141;1024;70;380;6;0;0;0;0
137;30/12/2020 01:40;Monteros - Rio Caspichango;14;73.142;1025;27;381;64;13;0;0;0
138;11/08/2020 07:04;Rio Seco - Monteros;14;73.143;1023;36;382;60;13;0;0;0
139;12/03/2020 18:44;Interseccion ruta 322 - Interseccion ruta 321;13;73.144;1022;11;383;43;12;0;0;0
140;04/01/2020 19:33;Rio el Sueño - Huasa Pampa;15;73.145;1023;37;384;3;14;0;0;0
141;07/04/2021 23:34;Rumi Punco - Pueblo Viejo;6;73.146;1020;61;385;0;5;0;0;0
142;02/03/2021 02:52;Rumi Punco - Pueblo Viejo;7;73.147;1021;10;386;59;6;0;0;0
143;19/10/2020 18:46;Rio Caspichango - Interseccion ruta 322;3;73.148;1019;49;387;38;2;0;0;0
144;01/07/2020 07:24;Interseccion ruta 321 - S M de Tuc;1;73.149;1024;36;388;51;0;0;0;0
145;20/02/2020 20:36;Monteros - Rio Caspichango;14;73.150;1026;58;389;37;13;0;0;0
146;12/04/2021 18:13;Rio Seco - Monteros;11;73.151;1023;15;390;57;10;0;0;0
147;28/01/2020 04:24;Huasa Pampa - Rio Marapa;12;73.152;1020;42;391;45;11;0;0;0
148;06/03/2020 00:43;Rio Marapa - Villa Belgrano;1;73.153;1023;56;392;6;0;0;0;0
149;12/09/2020 06:13;Rio Caspichango - Interseccion ruta 322;12;73.154;1019;6;393;9;11;0;0;0
150;28/07/2020 13:19;Interseccion ruta 321 - S M de Tuc;11;73.155;1020;23;394;57;10;0;0;0
151;14/09/2020 16:42;Rio Marapa - Villa Belgrano;1;73.156;1024;23;395;55;0;0;0;0
152;12/04/2020 08:43;Rio el Sueño - Huasa Pampa;2;73.157;1019;41;396;38;1;0;0;0
153;21/07/2020 03:29;Rio Seco - Monteros;4;73.158;1020;50;397;55;3;0;0;0
154;13/01/2020 13:43;Rio Marapa - Villa Belgrano;15;73.159;1023;34;398;50;14;0;0;0
155;11/06/2020 20:20;Interseccion ruta 322 - Interseccion ruta 321;10;73.160;1025;15;399;42;9;0;0;0
156;16/02/2020 13:43;Interseccion ruta 321 - S M de Tuc;9;73.161;1024;12;400;30;8;0;0;0
157;02/02/2021 23:24;Aguilares - Concepcion;12;73.162;1019;3;401;14;11;0;0;0
158;24/01/2020 07:52;Rio el Sueño - Huasa Pampa;14;73.163;1023;0;402;34;13;0;0;0
159;28/03/2020 17:45;Interseccion ruta 321 - S M de Tuc;6;73.164;1022;3;403;14;5;0;0;0
160;21/05/2020 23:57;Interseccion ruta 321 - S M de Tuc;7;73.165;1020;54;404;37;6;0;0;0
161;07/03/2021 13:20;Rio Marapa - Villa Belgrano;8;73.166;1022;5;405;18;7;0;0;0
162;08/05/2020 02:49;Aguilares - Concepcion;14;73.167;1019;32;406;65;13;0;0;0
163;15/09/2020 08:27;Rio Marapa - Villa Belgrano;12;73.168;1026;48;407;13;11;0;0;0
164;03/02/2021 03:42;Rio Seco - Monteros;14;73.169;1023;29;408;14;13;0;0;0
165;29/09/2020 10:42;Rio Caspichango - Interseccion ruta 322;3;73.170;1024;29;409;11;2;0;0;0
166;04/10/2020 16:45;Rio Marapa - Villa Belgrano;1;73.171;1022;46;410;17;0;0;0;0
167;22/11/2020 13:32;Villa Belgrano - Aguilares;7;73.172;1025;60;411;62;6;0;0;0
168;17/04/2021 23:18;Interseccion ruta 321 - S M de Tuc;8;73.173;1025;11;412;17;7;0;0;0
169;28/01/2020 17:54;Monteros - Rio Caspichango;12;73.174;1021;1;413;35;11;0;0;0
170;20/02/2021 06:10;Rio el Sueño - Huasa Pampa;9;73.175;1020;6;414;28;8;0;0;0
171;14/10/2020 12:33;Aguilares - Concepcion;15;73.176;1024;58;415;57;14;0;0;0
172;14/12/2020 11:34;Aguilares - Concepcion;6;73.177;1025;29;416;40;5;0;0;0
173;06/07/2020 16:24;Villa Belgrano - Aguilares;5;73.178;1021;33;417;13;4;0;0;0
174;24/02/2021 10:50;Rio Marapa - Villa Belgrano;2;73.179;1024;52;418;34;1;0;0;0
175;16/01/2021 18:00;Rumi Punco - Pueblo Viejo;14;73.180;1023;52;419;42;13;0;0;0
176;22/12/2020 19:00;Monteros - Rio Caspichango;3;73.181;1019;66;420;32;2;0;0;0
177;31/01/2021 14:59;Rio Marapa - Villa Belgrano;9;73.182;1021;51;421;48;8;0;0;0
178;03/03/2020 00:52;Rio el Sueño - Huasa Pampa;2;73.183;1026;13;422;57;1;0;0;0
179;17/04/2021 07:38;Rio Caspichango - Interseccion ruta 322;8;73.184;1026;12;423;45;7;0;0;0
180;12/02/2020 12:47;Rio Seco - Monteros;9;73.185;1025;0;424;64;8;0;0;0
181;30/03/2021 23:04;Villa Belgrano - Aguilares;6;73.186;1020;38;425;60;5;0;0;0
182;05/01/2021 08:20;Villa Belgrano - Aguilares;12;73.187;1023;26;426;19;11;0;0;0
183;08/08/2020 14:41;Villa Belgrano - Aguilares;12;73.188;1026;8;427;16;11;0;0;0
184;29/01/2021 09:28;Interseccion ruta 321 - S M de Tuc;4;73.189;1020;68;428;66;3;0;0;0
185;16/10/2020 14:09;Huasa Pampa - Rio Marapa;14;73.190;1021;33;429;22;13;0;0;0
186;02/05/2020 07:52;Interseccion ruta 322 - Interseccion ruta 321;4;73.191;1022;13;430;53;3;0;0;0
187;29/05/2020 10:51;Pueblo Viejo - Rio el Sueño;4;73.192;1023;35;431;0;3;0;0;0
188;20/04/2020 04:11;Huasa Pampa - Rio Marapa;15;73.193;1019;27;432;64;14;0;0;0
189;01/12/2020 08:08;Rio Seco - Monteros;2;73.194;1019;24;433;23;1;0;0;0
190;21/02/2021 12:00;Concepcion - Rio Seco;10;73.195;1022;38;434;32;9;0;0;0
191;14/04/2020 10:39;Concepcion - Rio Seco;3;73.196;1020;35;435;63;2;0;0;0
192;25/02/2020 08:53;Pueblo Viejo - Rio el Sueño;11;73.197;1022;13;436;27;10;0;0;0
193;22/01/2020 17:38;Interseccion ruta 322 - Interseccion ruta 321;5;73.198;1019;0;437;38;4;0;0;0
194;05/04/2021 17:59;Pueblo Viejo - Rio el Sueño;9;73.199;1020;57;438;34;8;0;0;0
195;18/08/2020 07:54;Rio el Sueño - Huasa Pampa;11;73.200;1024;0;439;41;10;0;0;0
196;09/03/2020 05:43;Rio Marapa - Villa Belgrano;1;73.201;1019;20;440;61;0;0;0;0
197;11/07/2020 10:58;Rumi Punco - Pueblo Viejo;12;73.202;1025;58;441;47;11;0;0;0
198;13/07/2020 05:19;Huasa Pampa - Rio Marapa;3;73.203;1019;15;442;18;2;0;0;0
199;25/06/2020 12:46;Rio Marapa - Villa Belgrano;13;73.204;1022;8;443;47;12;0;0;0
200;04/03/2021 17:47;Rio el Sueño - Huasa Pampa;6;73.205;1026;22;444;40;5;0;0;0
201;31/01/2021 06:21;Rio Marapa - Villa Belgrano;4;73.206;1021;39;445;32;3;0;0;0
202;21/07/2020 16:57;Interseccion ruta 321 - S M de Tuc;4;73.207;1026;42;446;4;3;0;0;0
203;08/02/2020 18:30;Rio Marapa - Villa Belgrano;12;73.208;1020;14;447;0;11;0;0;0
204;04/04/2020 10:30;Interseccion ruta 321 - S M de Tuc;6;73.209;1024;30;448;57;5;0;0;0
205;19/02/2020 17:09;Monteros - Rio Caspichango;9;73.210;1019;70;449;22;8;0;0;0
206;27/02/2020 16:23;Rio Marapa - Villa Belgrano;11;73.211;1021;40;450;12;10;0;0;0
207;19/04/2021 02:40;Aguilares - Concepcion;15;73.212;1020;42;451;13;14;0;0;0
208;04/08/2020 22:26;Rumi Punco - Pueblo Viejo;7;73.213;1022;67;452;28;6;0;0;0
209;04/12/2020 12:02;Villa Belgrano - Aguilares;15;73.214;1021;36;453;41;14;0;0;0
210;26/11/2020 18:05;Interseccion ruta 321 - S M de Tuc;1;73.215;1025;45;454;0;0;0;0;0
211;17/04/2020 05:47;Pueblo Viejo - Rio el Sueño;15;73.216;1019;57;455;40;14;0;0;0
212;04/01/2021 19:50;Pueblo Viejo - Rio el Sueño;15;73.217;1024;27;456;20;14;0;0;0
213;13/09/2020 04:46;Concepcion - Rio Seco;4;73.218;1024;24;457;51;3;0;0;0
214;14/05/2020 00:26;Villa Belgrano - Aguilares;4;73.219;1022;67;458;34;3;0;0;0
215;23/08/2020 03:12;Rumi Punco - Pueblo Viejo;13;73.220;1025;15;459;52;12;0;0;0
216;23/01/2021 02:24;Monteros - Rio Caspichango;4;73.221;1026;67;460;63;3;0;0;0
217;23/10/2020 00:18;Rio Marapa - Villa Belgrano;4;73.222;1023;9;461;62;3;0;0;0
218;18/04/2020 19:06;Rio Seco - Monteros;9;73.223;1024;26;462;15;8;0;0;0
219;08/08/2020 06:06;Rio Caspichango - Interseccion ruta 322;7;73.224;1025;4;463;13;6;0;0;0
220;27/11/2020 07:11;Rio Caspichango - Interseccion ruta 322;14;73.225;1022;51;464;24;13;0;0;0
221;07/10/2020 12:06;Huasa Pampa - Rio Marapa;2;73.226;1026;69;465;53;1;0;0;0
222;11/06/2020 12:37;Interseccion ruta 321 - S M de Tuc;10;73.227;1026;32;466;9;9;0;0;0
223;21/08/2020 19:02;Huasa Pampa - Rio Marapa;12;73.228;1025;70;467;10;11;0;0;0
224;24/10/2020 08:02;Rumi Punco - Pueblo Viejo;13;73.229;1023;16;468;13;12;0;0;0
225;27/10/2020 16:32;Pueblo Viejo - Rio el Sueño;3;73.230;1020;18;469;34;2;0;0;0
226;03/03/2020 04:14;Rio Caspichango - Interseccion ruta 322;2;73.231;1025;15;470;48;1;0;0;0
227;13/05/2020 05:31;Huasa Pampa - Rio Marapa;10;73.232;1024;49;471;29;9;0;0;0
228;09/02/2021 17:11;Rio Seco - Monteros;6;73.233;1021;1;472;43;5;0;0;0
229;11/01/2020 15:33;Rio Marapa - Villa Belgrano;8;73.234;1026;65;473;66;7;0;0;0
230;18/03/2021 05:49;Huasa Pampa - Rio Marapa;9;73.235;1022;44;474;2;8;0;0;0
231;19/03/2020 17:37;Rumi Punco - Pueblo Viejo;6;73.236;1026;29;475;53;5;0;0;0
232;19/04/2020 03:09;Rio Marapa - Villa Belgrano;4;73.237;1024;59;476;13;3;0;0;0
233;09/10/2020 04:25;Rio Seco - Monteros;15;73.238;1023;23;477;16;14;0;0;0
234;18/03/2021 12:35;Rio Marapa - Villa Belgrano;2;73.239;1025;18;478;20;1;0;0;0
235;11/03/2021 10:36;Rumi Punco - Pueblo Viejo;4;73.240;1019;35;479;58;3;0;0;0
236;17/12/2020 19:22;Rio Caspichango - Interseccion ruta 322;10;73.241;1026;33;480;63;9;0;0;0
237;03/04/2021 00:05;Rio Marapa - Villa Belgrano;1;73.242;1025;17;481;46;0;0;0;0
238;22/04/2020 05:50;Villa Belgrano - Aguilares;4;73.243;1021;38;482;54;3;0;0;0
239;01/02/2021 17:12;Rio el Sueño - Huasa Pampa;10;73.244;1026;51;483;3;9;0;0;0
240;22/11/2020 09:53;Rumi Punco - Pueblo Viejo;9;73.245;1020;50;484;58;8;0;0;0
241;25/05/2020 20:08;Rio Marapa - Villa Belgrano;2;73.246;1023;20;485;66;1;0;0;0
242;17/12/2020 17:52;Rio Seco - Monteros;4;73.247;1020;41;486;44;3;0;0;0
243;15/03/2020 14:07;Monteros - Rio Caspichango;10;73.248;1019;0;487;44;9;0;0;0
244;19/01/2021 20:35;Rio Marapa - Villa Belgrano;10;73.249;1020;35;488;20;9;0;0;0
245;23/04/2020 08:38;Concepcion - Rio Seco;8;73.250;1025;18;489;4;7;0;0;0
246;07/01/2020 00:28;Villa Belgrano - Aguilares;3;73.251;1020;11;490;5;2;0;0;0
247;20/01/2021 12:30;Pueblo Viejo - Rio el Sueño;13;73.252;1024;10;491;28;12;0;0;0
248;09/06/2020 08:48;Concepcion - Rio Seco;2;73.253;1020;44;492;45;1;0;0;0
249;07/06/2020 08:56;Pueblo Viejo - Rio el Sueño;14;73.254;1022;60;493;19;13;0;0;0
250;04/04/2020 23:50;Rio Marapa - Villa Belgrano;9;73.255;1021;40;494;66;8;0;0;0
251;13/10/2020 23:39;Rio Marapa - Villa Belgrano;3;73.256;1021;52;495;22;2;0;0;0
252;31/05/2020 10:45;Monteros - Rio Caspichango;6;73.257;1025;39;496;56;5;0;0;0
253;04/04/2020 03:31;Rio el Sueño - Huasa Pampa;2;73.258;1024;34;497;12;1;0;0;0
254;04/03/2021 09:09;Interseccion ruta 322 - Interseccion ruta 321;13;73.259;1024;44;498;17;12;0;0;0
255;29/05/2020 04:24;Concepcion - Rio Seco;3;73.260;1024;60;499;45;2;0;0;0
256;09/02/2021 11:47;Villa Belgrano - Aguilares;8;73.261;1026;51;500;56;7;0;0;0
257;02/03/2020 13:34;Rumi Punco - Pueblo Viejo;8;73.262;1023;30;501;66;7;0;0;0
258;26/02/2021 15:05;Rio Marapa - Villa Belgrano;11;73.263;1021;13;502;53;10;0;0;0
259;05/07/2020 22:32;Monteros - Rio Caspichango;6;73.264;1025;20;503;6;5;0;0;0
260;04/08/2020 17:21;Concepcion - Rio Seco;7;73.265;1019;64;504;34;6;0;0;0
