;Fecha;Ubicacion;Temperatura;Humedad;Presion;VelocidadViento;DireccionViento;Precipitacion;PuntoRocio;VelocidadVehiculo;LongitudVehiculo;Humo;
28;08/11/2020 18:00;Rumi Punco - Pueblo Viejo;17;86.5;1013.1;1;116;0.7;14.8;;;0;
29;08/11/2020 19:00;Rumi Punco - Pueblo Viejo;16.6;85.1;1013.9;1;124.3;0.9;14;;;0;
30;08/11/2020 20:00;Rumi Punco - Pueblo Viejo;16.4;83.8;1014.8;1;97.5;0.8;13.6;;;0;
31;08/11/2020 21:00;Rumi Punco - Pueblo Viejo;16;91.6;1015.3;0.8;75.8;0.7;14.6;;;0;
32;08/11/2020 22:00;Rumi Punco - Pueblo Viejo;15.8;93.3;1015.5;0.8;46.5;0.5;14.8;;;0;
33;08/11/2020 23:00;Rumi Punco - Pueblo Viejo;15.7;94.4;1015.4;0.9;44;1;14.8;;;0;
34;09/11/2020 0:00;Rumi Punco - Pueblo Viejo;15.7;94.5;1015.1;0.8;46.5;1.4;14.8;;;0;
35;09/11/2020 1:00;Rumi Punco - Pueblo Viejo;15.6;94.6;1014.4;0.7;64;1.8;14.7;;;0;
36;09/11/2020 2:00;Rumi Punco - Pueblo Viejo;15.4;94.1;1013.9;0.8;69.9;1.9;14.5;;;0;
37;09/11/2020 3:00;Rumi Punco - Pueblo Viejo;15.3;94.2;1013.8;0.8;61.6;1.8;14.4;;;0;
38;09/11/2020 4:00;Rumi Punco - Pueblo Viejo;15.2;94.8;1013.8;0.7;54.4;1.7;14.3;;;0;
39;09/11/2020 5:00;Rumi Punco - Pueblo Viejo;14.8;99.8;1014.7;0.3;122.5;1.3;14.8;;;0;
40;09/11/2020 6:00;Rumi Punco - Pueblo Viejo;14.5;99.4;1015.2;0.3;12.9;0.9;14.4;;;0;
41;09/11/2020 7:00;Rumi Punco - Pueblo Viejo;15.8;98.2;1015.8;0.6;21.5;0.5;15.5;;;0;
42;09/11/2020 8:00;Rumi Punco - Pueblo Viejo;17.1;96.7;1016.5;0.4;65.8;0.4;16.6;;;0;
43;09/11/2020 9:00;Rumi Punco - Pueblo Viejo;18.4;93.6;1016.9;0.6;249.9;0.3;17.3;;;0;
44;09/11/2020 10:00;Rumi Punco - Pueblo Viejo;19.4;83.3;1016.7;1;275.9;0.3;16.4;;;0;
45;09/11/2020 11:00;Rumi Punco - Pueblo Viejo;19.7;81.4;1015.8;1.2;256.6;0.5;16.4;;;0;
46;09/11/2020 12:00;Rumi Punco - Pueblo Viejo;20.6;75.2;1014.4;1;222.5;0.7;16;;;0;
47;09/11/2020 13:00;Rumi Punco - Pueblo Viejo;20.2;68.8;1013;1.3;301.8;1.1;14.3;;;0;
48;09/11/2020 14:00;Rumi Punco - Pueblo Viejo;19.8;73;1011.9;1.3;275.9;1.1;14.8;;;0;
49;09/11/2020 15:00;Rumi Punco - Pueblo Viejo;19;79.6;1011.3;0.9;305.2;1.1;15.4;;;0;
50;09/11/2020 16:00;Rumi Punco - Pueblo Viejo;17.9;91.2;1011.5;0.8;289.1;1;16.5;;;0;
51;09/11/2020 17:00;Rumi Punco - Pueblo Viejo;17.1;96.9;1012;0.4;305;1.1;16.6;;;0;
52;09/11/2020 18:00;Rumi Punco - Pueblo Viejo;16;97.7;1012.6;0.4;96.6;1.1;15.6;;;0;
53;09/11/2020 19:00;Rumi Punco - Pueblo Viejo;15.8;98.1;1013.4;0.9;90;1;15.5;;;0;
54;09/11/2020 20:00;Rumi Punco - Pueblo Viejo;15.7;98.3;1014.3;0.9;82.4;1.7;15.4;;;0;
55;09/11/2020 21:00;Rumi Punco - Pueblo Viejo;15.5;98.2;1015.1;0.7;82.4;2.5;15.2;;;0;
56;09/11/2020 22:00;Rumi Punco - Pueblo Viejo;15.4;98.3;1015.4;0.6;75.8;3.1;15.1;;;0;
57;09/11/2020 23:00;Rumi Punco - Pueblo Viejo;15.3;97.7;1015.4;0.4;98.3;2.2;14.9;;;0;
58;10/11/2020 0:00;Rumi Punco - Pueblo Viejo;15.1;98.1;1015.1;0.3;101.6;1.1;14.7;;;0;
59;10/11/2020 1:00;Rumi Punco - Pueblo Viejo;14.8;98.5;1014.5;0.2;138.4;0;14.6;;;0;
60;10/11/2020 2:00;Rumi Punco - Pueblo Viejo;14.7;99;1014;0.4;150.3;0;14.5;;;0;
61;10/11/2020 3:00;Rumi Punco - Pueblo Viejo;14.5;99.5;1014.3;0.6;84.4;0;14.4;;;0;
62;10/11/2020 4:00;Rumi Punco - Pueblo Viejo;14.4;99.5;1014.6;0.5;67.8;0;14.3;;;0;
63;10/11/2020 5:00;Rumi Punco - Pueblo Viejo;14.4;99.3;1015.1;0.3;69.3;0;14.3;;;0;
64;10/11/2020 6:00;Rumi Punco - Pueblo Viejo;14.6;99.4;1015.7;0.3;358.4;0;14.5;;;0;
65;10/11/2020 7:00;Rumi Punco - Pueblo Viejo;15.1;99.1;1016.2;0.3;328.2;0;15;;;0;
66;10/11/2020 8:00;Rumi Punco - Pueblo Viejo;15.7;98.4;1016.6;0.4;310.1;0;15.4;;;0;
67;10/11/2020 9:00;Rumi Punco - Pueblo Viejo;15.5;98.7;1016.8;0.5;164.1;0.2;15.3;;;0;
68;10/11/2020 10:00;Rumi Punco - Pueblo Viejo;15.7;98.9;1016.6;0.4;171.7;0.3;15.5;;;0;
69;10/11/2020 11:00;Rumi Punco - Pueblo Viejo;16.1;97.5;1015.7;0.3;279.9;0.3;15.7;;;0;
70;10/11/2020 12:00;Rumi Punco - Pueblo Viejo;17.7;90.2;1014.5;0.5;288.1;0;16;;;0;
71;10/11/2020 13:00;Rumi Punco - Pueblo Viejo;19.5;83.1;1013.1;0.9;257.5;0;16.6;;;0;
72;10/11/2020 14:00;Rumi Punco - Pueblo Viejo;20.1;79.8;1011.9;1.2;255.8;0.2;16.4;;;0;
73;10/11/2020 15:00;Rumi Punco - Pueblo Viejo;19.4;83.5;1011.3;1.1;255.8;0.4;16.5;;;0;
74;10/11/2020 16:00;Rumi Punco - Pueblo Viejo;18.7;88.2;1011.5;1.1;260;0.5;16.7;;;0;
75;10/11/2020 17:00;Rumi Punco - Pueblo Viejo;17.4;97.1;1012.1;0.7;275.8;0.6;16.9;;;0;
76;10/11/2020 18:00;Rumi Punco - Pueblo Viejo;16;98;1012.9;0.5;103.4;0.7;15.7;;;0;
77;10/11/2020 19:00;Rumi Punco - Pueblo Viejo;15.6;97.9;1013.7;0.8;136.2;0.9;15.3;;;0;
78;10/11/2020 20:00;Rumi Punco - Pueblo Viejo;14.9;97.8;1014.2;0.9;105.9;0.9;14.5;;;0;
79;10/11/2020 21:00;Rumi Punco - Pueblo Viejo;14.9;98.2;1014.8;0.8;44;1.1;14.6;;;0;
80;10/11/2020 22:00;Rumi Punco - Pueblo Viejo;14.8;99;1015.4;0.7;23.8;1.7;14.7;;;0;
81;10/11/2020 23:00;Rumi Punco - Pueblo Viejo;14.8;99.3;1015.5;0.6;27.4;2.4;14.7;;;0;
82;11/11/2020 0:00;Rumi Punco - Pueblo Viejo;14.7;99.5;1015.3;0.6;154.4;2.7;14.6;;;0;
83;11/11/2020 1:00;Rumi Punco - Pueblo Viejo;14.5;99.7;1014.7;0.5;217.8;4.2;14.5;;;0;
84;11/11/2020 2:00;Rumi Punco - Pueblo Viejo;14.4;99.6;1014.2;0.7;125;3.4;14.3;;;0;
85;07/11/2020 14:15;Pueblo Viejo - Rio el Sueño;20.2;87.8;1010.4;0.6;26.9;0.7;18.1;40;13;0;
86;07/11/2020 15:17;Pueblo Viejo - Rio el Sueño;19.9;88.5;1009.7;0.7;340;0.7;17.9;35;18;0;
87;07/11/2020 16:20;Pueblo Viejo - Rio el Sueño;19.4;87.7;1010.2;1.4;268.9;0.6;17.3;30;20;0;
88;07/11/2020 17:00;Pueblo Viejo - Rio el Sueño;18.6;94;1010.8;0.9;258.9;0.9;17.6;;;0;
89;07/11/2020 18:00;Pueblo Viejo - Rio el Sueño;17.5;96.2;1011.4;0.5;210.9;1.2;16.9;;;0;
90;07/11/2020 19:00;Pueblo Viejo - Rio el Sueño;17.2;95.7;1012.3;0.6;145.5;1.6;16.5;;;0;
91;07/11/2020 20:00;Pueblo Viejo - Rio el Sueño;16.8;92.2;1013.1;0.4;130.9;1.6;15.5;;;0;
92;07/11/2020 21:00;Pueblo Viejo - Rio el Sueño;16.5;91.6;1013.4;0.6;120.9;1.4;15.2;;;0;
93;07/11/2020 22:00;Pueblo Viejo - Rio el Sueño;16.5;90.8;1013.4;0.5;128.9;1.1;15;;;0;
94;07/11/2020 23:00;Pueblo Viejo - Rio el Sueño;16.1;90.3;1013.1;0.6;170.9;0.9;14.5;;;0;
95;08/11/2020 0:00;Pueblo Viejo - Rio el Sueño;15.9;89.8;1012.8;0.8;191.2;0.6;14.2;;;0;
96;08/11/2020 1:00;Pueblo Viejo - Rio el Sueño;15.5;90.4;1012.3;0.7;201.2;0.3;14;;;0;
97;08/11/2020 2:00;Pueblo Viejo - Rio el Sueño;15.3;90.5;1011.8;0.7;191.2;0;13.8;;;0;
98;08/11/2020 3:00;Pueblo Viejo - Rio el Sueño;15.3;92.7;1011.5;0.9;180.9;0;14.1;;;0;
99;08/11/2020 4:00;Pueblo Viejo - Rio el Sueño;15.2;92.1;1011.7;1.2;171.2;0;14;;;0;
100;08/11/2020 5:00;Pueblo Viejo - Rio el Sueño;15;91.2;1012.3;1.4;170.9;0;13.6;;;0;
101;08/11/2020 6:00;Pueblo Viejo - Rio el Sueño;15.3;90.4;1013.2;1.8;170.9;0;13.7;;;0;
102;08/11/2020 7:00;Pueblo Viejo - Rio el Sueño;17.2;88.2;1013.9;1.7;180.9;0;15.2;;;0;
103;08/11/2020 8:00;Pueblo Viejo - Rio el Sueño;18;;1017.1;0.3;55.3;0;16.1;;;0;
104;08/11/2020 9:00;Pueblo Viejo - Rio el Sueño;18.7;;1016.8;1.1;268.9;0;16.6;;;0;
105;08/11/2020 10:00;Pueblo Viejo - Rio el Sueño;19.3;;1016.4;1.6;267.1;0;17.2;;;0;
106;08/11/2020 11:00;Pueblo Viejo - Rio el Sueño;19.5;;1015.7;1.7;269.1;0;17.6;;;0;
107;08/11/2020 12:00;Pueblo Viejo - Rio el Sueño;20.9;;1014.8;1.8;270;0.3;17.7;;;0;
108;08/11/2020 13:00;Pueblo Viejo - Rio el Sueño;20.8;;1013.7;1.5;278.9;0.5;18.1;;;0;
109;08/11/2020 14:00;Pueblo Viejo - Rio el Sueño;20.3;95.1;1010.8;2;248.9;0.9;19.4;;;0;
110;08/11/2020 15:00;Pueblo Viejo - Rio el Sueño;19.8;92.9;1009.8;2;248.9;0.8;18.6;;;0;
111;08/11/2020 16:00;Pueblo Viejo - Rio el Sueño;19.5;93.7;1010.2;1.8;221.8;0.9;18.5;;;0;
112;08/11/2020 17:00;Pueblo Viejo - Rio el Sueño;18.8;94.5;1011.3;1.2;210.9;0.7;17.9;;;0;
113;08/11/2020 18:00;Pueblo Viejo - Rio el Sueño;17.6;96.3;1012;0.8;220.9;0.5;17;;;0;
114;08/11/2020 19:00;Pueblo Viejo - Rio el Sueño;17.3;95.9;1012.8;0.6;210.9;0.2;16.7;;;0;
115;08/11/2020 20:00;Pueblo Viejo - Rio el Sueño;17.2;95.5;1013.5;0.5;200.9;0;16.5;;;0;
116;08/11/2020 21:00;Pueblo Viejo - Rio el Sueño;16.8;93.6;1013.6;1;180.9;0.3;15.7;;;0;
117;08/11/2020 22:00;Pueblo Viejo - Rio el Sueño;16.5;93.9;1013.8;1;210.9;0.4;15.6;;;0;
118;08/11/2020 23:00;Pueblo Viejo - Rio el Sueño;16.5;94.7;1013.9;0.5;213.8;0.7;15.6;;;0;
119;09/11/2020 0:00;Pueblo Viejo - Rio el Sueño;16.4;95.6;1013.6;0.6;182.7;1.1;15.7;;;0;
120;09/11/2020 1:00;Pueblo Viejo - Rio el Sueño;16.1;96.3;1013;0.9;180.9;1.5;15.5;;;0;
121;09/11/2020 2:00;Pueblo Viejo - Rio el Sueño;16.5;96.4;1012.3;0.9;201.8;1.3;15.9;;;0;
122;09/11/2020 3:00;Pueblo Viejo - Rio el Sueño;16.4;96.2;1012;1.1;211.8;1;15.8;;;0;
123;09/11/2020 4:00;Pueblo Viejo - Rio el Sueño;16.3;95.1;1012.4;0.6;200.9;0.9;15.5;;;0;
124;09/11/2020 5:00;Pueblo Viejo - Rio el Sueño;16.1;99.2;1013;0.7;215.1;1.1;15.9;;;0;
125;09/11/2020 6:00;Pueblo Viejo - Rio el Sueño;16.1;99.1;1013.8;0.9;240.2;0.9;16;;;0;
126;09/11/2020 7:00;Pueblo Viejo - Rio el Sueño;16.7;95;1014.6;0.7;335.8;0.7;15.9;;;0;
127;09/11/2020 8:00;Pueblo Viejo - Rio el Sueño;17.5;95.9;1015.2;0.8;343;0;16.9;;;0;
128;09/11/2020 9:00;Pueblo Viejo - Rio el Sueño;18.2;95.8;1015.5;1;314.9;0;17.5;;;0;
129;09/11/2020 10:00;Pueblo Viejo - Rio el Sueño;18.2;94.4;1015.1;1.4;290.9;0;17.3;;;0;
130;09/11/2020 11:00;Pueblo Viejo - Rio el Sueño;18.5;92;1014;2.1;259.1;0.2;17.2;;;0;
131;09/11/2020 12:00;Pueblo Viejo - Rio el Sueño;19;93.9;1012.7;2.1;249.1;0.4;18;;;0;
132;09/11/2020 13:00;Pueblo Viejo - Rio el Sueño;19.5;93.5;1011.7;1.7;248.9;0.5;18.4;;;0;
133;09/11/2020 14:00;Pueblo Viejo - Rio el Sueño;19.4;95.4;1010.6;1.9;248.9;0.7;18.6;;;0;
134;09/11/2020 15:00;Pueblo Viejo - Rio el Sueño;18.8;96.5;1010;1.6;250;0.7;18.2;;;0;
135;09/11/2020 16:00;Pueblo Viejo - Rio el Sueño;18.2;97.2;1010.2;1.2;277.1;0.6;17.8;;;0;
136;09/11/2020 17:00;Pueblo Viejo - Rio el Sueño;17.8;97.7;1010.7;0.7;307.1;0.5;17.5;;;0;
137;09/11/2020 18:00;Pueblo Viejo - Rio el Sueño;17.2;98.2;1011.3;0.4;338.9;0.5;16.9;;;0;
138;09/11/2020 19:00;Pueblo Viejo - Rio el Sueño;16.9;97;1012.1;0.8;19.1;0.5;16.4;;;0;
139;09/11/2020 20:00;Pueblo Viejo - Rio el Sueño;16.4;96.7;1012.9;1;58.9;0.3;15.9;;;0;
140;09/11/2020 21:00;Pueblo Viejo - Rio el Sueño;16;96.8;1013.5;1;59.1;0.3;15.5;;;0;
141;09/11/2020 22:00;Pueblo Viejo - Rio el Sueño;15.8;96.4;1013.7;0.7;60.9;0;15.3;;;0;
142;09/11/2020 23:00;Pueblo Viejo - Rio el Sueño;15.8;94.7;1013.5;0.9;57.1;0.2;14.9;;;0;
143;10/11/2020 0:00;Pueblo Viejo - Rio el Sueño;15.7;94.2;1013.1;0.3;43.8;0.3;14.8;;;0;
144;10/11/2020 1:00;Pueblo Viejo - Rio el Sueño;15.7;95;1012.5;0.3;321.1;0.4;14.9;;;0;
145;10/11/2020 2:00;Pueblo Viejo - Rio el Sueño;15.7;95.6;1012.2;0.3;357.3;0.2;15;;;0;
146;10/11/2020 3:00;Pueblo Viejo - Rio el Sueño;15.5;94;1012.6;1.2;170.9;0;14.5;;;0;
147;10/11/2020 4:00;Pueblo Viejo - Rio el Sueño;15;92.8;1012.8;0.7;170.9;0;13.8;;;0;
148;10/11/2020 5:00;Pueblo Viejo - Rio el Sueño;15;92.1;1013.3;0.4;173.8;0;13.8;;;0;
149;10/11/2020 6:00;Pueblo Viejo - Rio el Sueño;15.1;93;1013.9;0.2;208.9;0;14;;;0;
150;10/11/2020 7:00;Pueblo Viejo - Rio el Sueño;16.6;93.5;1014.6;0.2;150.9;0;15.5;;;0;
151;10/11/2020 8:00;Pueblo Viejo - Rio el Sueño;17.8;90.4;1015.3;0.5;251;0;16.2;;;0;
152;10/11/2020 9:00;Pueblo Viejo - Rio el Sueño;18.2;91.9;1015.2;1.5;278.9;0;16.9;;;0;
153;10/11/2020 10:00;Pueblo Viejo - Rio el Sueño;19;91.5;1014.8;1.7;300.9;0;17.6;;;0;
154;10/11/2020 11:00;Pueblo Viejo - Rio el Sueño;18.9;92.8;1013.6;1.6;300.9;0.3;17.7;;;0;
155;10/11/2020 12:00;Pueblo Viejo - Rio el Sueño;18.8;94;1012.3;1.5;290.9;0.5;17.8;;;0;
156;10/11/2020 13:00;Pueblo Viejo - Rio el Sueño;18.6;93.9;1011.1;1.3;300.9;0.7;17.6;;;0;
157;10/11/2020 14:00;Pueblo Viejo - Rio el Sueño;19;92.1;1010;1.4;291.8;0.7;17.7;;;0;
158;10/11/2020 15:00;Pueblo Viejo - Rio el Sueño;19.2;91.3;1009.5;1.4;291.8;0.6;17.7;;;0;
159;10/11/2020 16:00;Pueblo Viejo - Rio el Sueño;18.6;94.2;1009.8;1.3;300.9;0.7;17.6;;;0;
160;10/11/2020 17:00;Pueblo Viejo - Rio el Sueño;17.7;97.4;1010.4;1.1;321.8;0.7;17.3;;;0;
161;10/11/2020 18:00;Pueblo Viejo - Rio el Sueño;16.7;98.2;1011.2;1.3;30.9;0.7;16.5;;;0;
162;10/11/2020 19:00;Pueblo Viejo - Rio el Sueño;16.4;96.3;1012;1.3;58.9;0.7;15.8;;;0;
163;10/11/2020 20:00;Pueblo Viejo - Rio el Sueño;16.6;95.2;1012.6;1.3;78.9;1.4;15.9;;;0;
164;10/11/2020 21:00;Pueblo Viejo - Rio el Sueño;16.6;94.8;1013.2;1;124.9;1.4;15.8;;;0;
165;10/11/2020 22:00;Pueblo Viejo - Rio el Sueño;16.4;95.6;1013.6;1;173.6;1.3;15.7;;;0;
166;10/11/2020 23:00;Pueblo Viejo - Rio el Sueño;16.2;97.2;1013.5;0.6;197.7;1.2;15.7;;;0;
167;11/11/2020 0:00;Pueblo Viejo - Rio el Sueño;16.1;98.3;1013.2;0.4;116;1.3;15.8;;;0;
168;11/11/2020 1:00;Pueblo Viejo - Rio el Sueño;16.1;98.4;1012.6;0.8;89.8;2.4;15.8;;;0;
169;11/11/2020 2:00;Pueblo Viejo - Rio el Sueño;16.1;98.3;1012.1;0.8;135.7;7.2;15.8;;;0;
170;07/11/2020 14:30;Rio el Sueño - Huasa Pampa;19.8;91.8;1009.8;0.8;330.7;0.4;18.4;40;13;0;
171;07/11/2020 15:34;Rio el Sueño - Huasa Pampa;18.8;93;1009.2;1.1;316.8;0.4;17.6;35;18;0;
172;07/11/2020 16:40;Rio el Sueño - Huasa Pampa;17.9;93.8;1009.5;0.7;331.3;0.3;16.9;30;20;0;
173;07/11/2020 17:00;Rio el Sueño - Huasa Pampa;17.1;96.5;1010.2;0.7;348.1;0.3;16.6;;;0;
174;07/11/2020 18:00;Rio el Sueño - Huasa Pampa;16.1;98.9;1011.1;0.9;326.8;0.2;15.9;;;0;
175;07/11/2020 19:00;Rio el Sueño - Huasa Pampa;15.7;99;1012.2;0.8;312.3;0;15.6;;;0;
176;07/11/2020 20:00;Rio el Sueño - Huasa Pampa;15.6;97.1;1012.7;0.3;312.4;0;15.1;;;0;
177;07/11/2020 21:00;Rio el Sueño - Huasa Pampa;15.5;96.5;1013.1;0.2;239.6;0;14.9;;;0;
178;07/11/2020 22:00;Rio el Sueño - Huasa Pampa;15.4;96.6;1013.4;0.2;240;0;14.8;;;0;
179;07/11/2020 23:00;Rio el Sueño - Huasa Pampa;15.2;96.6;1013.5;0.4;236.8;0;14.7;;;0;
180;08/11/2020 0:00;Rio el Sueño - Huasa Pampa;15.3;96.5;1013.4;0.5;239.5;0;14.7;;;0;
181;08/11/2020 1:00;Rio el Sueño - Huasa Pampa;15.2;96.5;1012.8;0.3;246.8;0.5;14.6;;;0;
182;08/11/2020 2:00;Rio el Sueño - Huasa Pampa;15.1;96.6;1012.2;0.5;246.8;0.5;14.6;;;0;
183;08/11/2020 3:00;Rio el Sueño - Huasa Pampa;14.9;95.3;1011.9;0.4;206.8;0.5;14.1;;;0;
184;08/11/2020 4:00;Rio el Sueño - Huasa Pampa;14.7;95.9;1012.1;0.3;137.7;0.5;14.1;;;0;
185;08/11/2020 5:00;Rio el Sueño - Huasa Pampa;14.6;96.4;1012.7;0.5;165;0.3;14;;;0;
186;08/11/2020 6:00;Rio el Sueño - Huasa Pampa;14.5;96.9;1013.5;0.6;169.1;0.2;14;;;0;
187;08/11/2020 7:00;Rio el Sueño - Huasa Pampa;15.3;93.3;1014.3;0.6;140;0;14.2;;;0;
188;08/11/2020 8:00;Rio el Sueño - Huasa Pampa;16.3;;1018.8;0.8;135.9;0;12.8;;;0;
189;08/11/2020 9:00;Rio el Sueño - Huasa Pampa;18;;1019;1;84.1;0;13.1;;;0;
190;08/11/2020 10:00;Rio el Sueño - Huasa Pampa;20.4;;1018.7;1.2;44.8;0;13.2;;;0;
191;08/11/2020 11:00;Rio el Sueño - Huasa Pampa;21.2;;1017.8;1.2;28.5;0;13.4;;;0;
192;08/11/2020 12:00;Rio el Sueño - Huasa Pampa;21.4;;1016.5;1.6;9.3;0.4;14.4;;;0;
193;08/11/2020 13:00;Rio el Sueño - Huasa Pampa;21.4;;1015.7;1.7;354.6;0.6;14.3;;;0;
194;08/11/2020 14:00;Rio el Sueño - Huasa Pampa;19.8;81;1010.2;0.9;313.2;0.6;16.4;;;0;
195;08/11/2020 15:00;Rio el Sueño - Huasa Pampa;18.4;89.8;1009.7;1;299.1;0.5;16.7;;;0;
196;08/11/2020 16:00;Rio el Sueño - Huasa Pampa;17.6;94.8;1010;0.8;313;0.5;16.7;;;0;
197;08/11/2020 17:00;Rio el Sueño - Huasa Pampa;16.9;97.1;1010.7;0.8;301.9;0.4;16.4;;;0;
198;08/11/2020 18:00;Rio el Sueño - Huasa Pampa;16.1;98;1011.3;0.6;321.3;0.4;15.8;;;0;
199;08/11/2020 19:00;Rio el Sueño - Huasa Pampa;15.9;98.2;1012.2;0.7;280;0.3;15.6;;;0;
200;08/11/2020 20:00;Rio el Sueño - Huasa Pampa;15.8;98.3;1013.1;0.5;307.3;0;15.5;;;0;
201;08/11/2020 21:00;Rio el Sueño - Huasa Pampa;15.7;98.2;1013.7;0.6;264.6;0.3;15.5;;;0;
202;08/11/2020 22:00;Rio el Sueño - Huasa Pampa;15.7;98;1013.9;0.6;297.3;0.3;15.4;;;0;
203;08/11/2020 23:00;Rio el Sueño - Huasa Pampa;15.5;98;1013.8;0.5;275.9;0.5;15.2;;;0;
204;09/11/2020 0:00;Rio el Sueño - Huasa Pampa;15.3;97.9;1013.4;0.3;306.3;0.6;15;;;0;
205;09/11/2020 1:00;Rio el Sueño - Huasa Pampa;15.2;98.1;1012.8;0.3;295.9;0.8;14.9;;;0;
206;09/11/2020 2:00;Rio el Sueño - Huasa Pampa;15.1;98.2;1012.3;0.5;286.8;0.7;14.8;;;0;
207;09/11/2020 3:00;Rio el Sueño - Huasa Pampa;15.1;98.4;1012.1;0.3;273.6;0.8;14.8;;;0;
208;09/11/2020 4:00;Rio el Sueño - Huasa Pampa;15.1;98.5;1012.2;0.2;261.3;0.8;14.8;;;0;
209;09/11/2020 5:00;Rio el Sueño - Huasa Pampa;14.9;99.3;1013;0.3;14.6;0.7;14.8;;;0;
210;09/11/2020 6:00;Rio el Sueño - Huasa Pampa;14.9;99.2;1013.5;0.4;140;0.6;14.8;;;0;
211;09/11/2020 7:00;Rio el Sueño - Huasa Pampa;15.2;98;1014.4;0.5;347.2;0.6;14.9;;;0;
212;09/11/2020 8:00;Rio el Sueño - Huasa Pampa;15.8;96.5;1015.1;0.4;65;0.5;15.3;;;0;
213;09/11/2020 9:00;Rio el Sueño - Huasa Pampa;16.6;94.3;1015.6;0.7;110;0.4;15.7;;;0;
214;09/11/2020 10:00;Rio el Sueño - Huasa Pampa;17.1;94;1015.4;0.6;69.5;0.3;16.1;;;0;
215;09/11/2020 11:00;Rio el Sueño - Huasa Pampa;16.8;89.5;1014.6;0.7;66.3;0.5;15.1;;;0;
216;09/11/2020 12:00;Rio el Sueño - Huasa Pampa;16.7;84.6;1013.2;0.9;13.2;0.8;14;;;0;
