;Fecha;Ubicacion;Temperatura;Humedad;Presion;VelocidadViento;DireccionViento;Precipitacion;PuntoRocio;VelocidadVehiculo;LongitudVehiculo;Humo
128;14/05/2020 07:40;Rio Seco - Monteros;11;73.349;1020;35;244;16;10;;;0
129;14/05/2020 22:29;Aguilares - Concepcion;4;73.177;1023;16;244;15;3;;;0
130;15/05/2020 02:18;Interseccion ruta 321 - S M de Tuc;5;73.223;1026;25;244;2;4;;;0
131;15/05/2020 08:13;Interseccion ruta 322 - Interseccion ruta 321;2;73.864;1026;59;244;50;1;;;0
132;15/05/2020 15:54;Huasa Pampa - Rio Marapa;10;73.390;1023;16;244;36;9;;;0
133;16/05/2020 02:13;Interseccion ruta 321 - S M de Tuc;15;73.912;1022;69;244;50;14;;;0
134;16/05/2020 07:12;Rumi Punco - Pueblo Viejo;3;73.797;1020;15;244;30;2;;;0
135;17/05/2020 00:50;Interseccion ruta 321 - S M de Tuc;11;73.146;1022;70;244;53;10;;;0
136;17/05/2020 04:51;Interseccion ruta 321 - S M de Tuc;9;73.591;1026;46;244;16;8;;;0
137;17/05/2020 22:35;Aguilares - Concepcion;1;73.111;1024;25;244;15;0;;;0
138;18/05/2020 01:54;Rio Marapa - Villa Belgrano;6;73.64;1025;58;244;55;5;;;0
139;18/05/2020 15:16;Monteros - Rio Caspichango;5;73.311;1023;54;244;7;4;;;0
140;19/05/2020 13:51;Rio Marapa - Villa Belgrano;4;73.301;1026;46;244;43;3;;;0
141;20/05/2020 07:34;Villa Belgrano - Aguilares;7;73.962;1021;51;244;64;6;;;0
142;20/05/2020 23:49;Aguilares - Concepcion;1;73.820;1024;69;244;12;0;;;0
143;21/05/2020 02:00;Huasa Pampa - Rio Marapa;10;73.327;1023;30;244;13;9;;;0
144;21/05/2020 09:14;Rio Marapa - Villa Belgrano;9;73.97;1020;13;244;57;8;;;0
145;21/05/2020 10:45;Aguilares - Concepcion;4;73.795;1023;50;244;50;3;;;0
146;21/05/2020 18:35;Monteros - Rio Caspichango;10;73.785;1020;31;244;23;9;;;0
147;22/05/2020 04:53;Pueblo Viejo - Rio el Sueño;14;73.715;1022;48;244;55;13;;;0
148;23/05/2020 03:43;Rio Caspichango - Interseccion ruta 322;8;73.925;1022;34;244;20;7;;;0
149;23/05/2020 06:40;Rio el Sueño - Huasa Pampa;10;73.924;1025;19;244;26;9;;;0
150;23/05/2020 12:19;Monteros - Rio Caspichango;12;73.835;1024;45;244;60;11;;;0
151;23/05/2020 20:46;Rio Caspichango - Interseccion ruta 322;2;73.435;1020;25;244;65;1;;;0
152;23/05/2020 21:48;Rio el Sueño - Huasa Pampa;6;73.401;1021;45;244;49;5;;;0
153;24/05/2020 21:41;Aguilares - Concepcion;6;73.126;1019;16;244;21;5;;;0
154;24/05/2020 22:42;Huasa Pampa - Rio Marapa;9;73.920;1019;26;244;61;8;;;0
155;25/05/2020 01:22;Pueblo Viejo - Rio el Sueño;9;73.208;1022;41;244;25;8;;;0
156;25/05/2020 02:25;Pueblo Viejo - Rio el Sueño;15;73.850;1024;54;244;61;14;;;0
157;25/05/2020 02:43;Interseccion ruta 321 - S M de Tuc;5;73.911;1019;2;244;66;4;;;0
158;25/05/2020 20:53;Interseccion ruta 321 - S M de Tuc;2;73.411;1026;63;244;41;1;;;0
159;25/05/2020 22:59;Rio Marapa - Villa Belgrano;9;73.299;1020;62;244;49;8;;;0
160;26/05/2020 15:22;Interseccion ruta 322 - Interseccion ruta 321;3;73.868;1024;54;244;18;2;;;0
161;26/05/2020 22:12;Rio el Sueño - Huasa Pampa;9;73.663;1026;47;244;23;8;;;0
162;27/05/2020 13:59;Rio el Sueño - Huasa Pampa;15;73.493;1026;49;244;1;14;;;0
163;27/05/2020 20:55;Villa Belgrano - Aguilares;11;73.275;1023;43;244;1;10;;;0
164;28/05/2020 00:46;Rumi Punco - Pueblo Viejo;3;73.914;1021;8;244;59;2;;;0
165;28/05/2020 11:07;Villa Belgrano - Aguilares;3;73.746;1020;50;244;48;2;;;0
166;28/05/2020 23:45;Rio Marapa - Villa Belgrano;11;73.92;1020;9;244;55;10;;;0
167;29/05/2020 06:39;Concepcion - Rio Seco;4;73.55;1022;69;244;37;3;;;0
168;29/05/2020 17:36;Rio el Sueño - Huasa Pampa;4;73.447;1023;46;244;26;3;;;0
169;30/05/2020 22:30;Rio Marapa - Villa Belgrano;9;73.753;1022;3;244;34;8;;;0
170;31/05/2020 07:34;Huasa Pampa - Rio Marapa;5;73.667;1023;48;244;10;4;;;0
171;01/06/2020 00:39;Aguilares - Concepcion;14;73.354;1020;9;244;1;13;;;0
172;01/06/2020 18:14;Rio Caspichango - Interseccion ruta 322;6;73.995;1019;15;244;59;5;;;0
173;01/06/2020 18:37;Pueblo Viejo - Rio el Sueño;13;73.182;1020;31;244;12;12;;;0
174;02/06/2020 09:07;Rio Marapa - Villa Belgrano;13;73.480;1024;21;244;50;12;;;0
175;02/06/2020 09:24;Rio Seco - Monteros;2;73.407;1026;17;244;9;1;;;0
176;02/06/2020 16:38;Rio el Sueño - Huasa Pampa;5;73.147;1024;66;244;48;4;;;0
177;02/06/2020 16:59;Rio Seco - Monteros;2;73.761;1022;5;244;26;1;;;0
178;02/06/2020 20:44;Concepcion - Rio Seco;11;73.94;1021;0;244;59;10;;;0
179;03/06/2020 03:23;Villa Belgrano - Aguilares;9;73.271;1026;10;244;54;8;;;0
180;03/06/2020 04:51;Rio Caspichango - Interseccion ruta 322;4;73.878;1025;40;244;6;3;;;0
181;03/06/2020 19:45;Huasa Pampa - Rio Marapa;6;73.781;1024;56;244;31;5;;;0
182;03/06/2020 21:19;Rio el Sueño - Huasa Pampa;10;73.175;1019;25;244;19;9;;;0
183;04/06/2020 08:08;Aguilares - Concepcion;8;73.882;1019;41;244;18;7;;;0
184;04/06/2020 10:29;Rio Caspichango - Interseccion ruta 322;2;73.569;1019;16;244;28;1;;;0
185;05/06/2020 05:18;Huasa Pampa - Rio Marapa;2;73.112;1024;18;244;52;1;;;0
186;06/06/2020 15:07;Rio Caspichango - Interseccion ruta 322;3;73.626;1023;60;244;18;2;;;0
187;06/06/2020 19:18;Rio Seco - Monteros;14;73.74;1023;57;244;11;13;;;0
188;06/06/2020 20:40;Interseccion ruta 322 - Interseccion ruta 321;12;73.456;1019;11;244;14;11;;;0
189;06/06/2020 21:39;Rio Marapa - Villa Belgrano;12;73.468;1020;46;244;52;11;;;0
190;06/06/2020 22:46;Rio el Sueño - Huasa Pampa;11;73.928;1024;2;244;64;10;;;0
191;07/06/2020 15:20;Rio el Sueño - Huasa Pampa;14;73.246;1026;63;244;62;13;;;0
192;08/06/2020 05:37;Concepcion - Rio Seco;15;73.705;1020;19;244;3;14;;;0
193;09/06/2020 03:57;Rio Marapa - Villa Belgrano;2;73.816;1024;69;244;62;1;;;0
194;09/06/2020 19:31;Villa Belgrano - Aguilares;2;73.88;1024;44;244;8;1;;;0
195;10/06/2020 01:31;Rio el Sueño - Huasa Pampa;15;73.486;1025;70;244;39;14;;;0
196;10/06/2020 21:24;Monteros - Rio Caspichango;6;73.341;1024;53;244;8;5;;;0
197;11/06/2020 07:02;Huasa Pampa - Rio Marapa;12;73.870;1019;65;244;42;11;;;0
198;11/06/2020 09:24;Rio el Sueño - Huasa Pampa;10;73.929;1023;14;244;51;9;;;0
199;12/06/2020 00:00;Aguilares - Concepcion;4;73.153;1020;0;244;27;3;;;0
200;12/06/2020 06:11;Huasa Pampa - Rio Marapa;15;73.5;1020;46;244;39;14;40;13;0
201;12/06/2020 08:29;Villa Belgrano - Aguilares;1;73.736;1022;50;244;17;0;;;0
202;12/06/2020 16:41;Aguilares - Concepcion;1;73.149;1021;47;244;21;0;;;0
203;13/06/2020 03:38;Interseccion ruta 321 - S M de Tuc;6;73.291;1025;35;244;15;5;;;0
204;13/06/2020 06:42;Villa Belgrano - Aguilares;8;73.310;1020;23;244;57;7;;;0
205;14/06/2020 03:16;Huasa Pampa - Rio Marapa;2;73.414;1021;15;244;35;1;;;0
206;14/06/2020 07:13;Rio Marapa - Villa Belgrano;11;73.370;1026;61;244;24;10;;;0
207;14/06/2020 07:37;Pueblo Viejo - Rio el Sueño;2;73.183;1024;63;244;63;1;;;0
208;14/06/2020 11:12;Aguilares - Concepcion;10;73.15;1020;32;244;9;9;;;0
209;14/06/2020 20:59;Rio Marapa - Villa Belgrano;2;73.222;1025;50;244;46;1;;;0
210;15/06/2020 05:19;Rio Caspichango - Interseccion ruta 322;10;73.287;1021;20;244;32;9;;;0
211;15/06/2020 14:05;Interseccion ruta 321 - S M de Tuc;10;73.479;1026;8;244;21;9;;;0
212;15/06/2020 21:54;Rio Marapa - Villa Belgrano;2;73.229;1024;22;244;49;1;;;0
213;16/06/2020 09:18;Rio Marapa - Villa Belgrano;15;73.68;1026;42;244;2;14;;;0
214;16/06/2020 17:27;Aguilares - Concepcion;2;73.181;1021;35;244;27;1;;;0
215;16/06/2020 23:20;Rio Marapa - Villa Belgrano;15;73.100;1026;70;244;27;14;;;0
216;17/06/2020 01:01;Pueblo Viejo - Rio el Sueño;3;73.465;1021;69;244;20;2;;;0
217;17/06/2020 02:47;Pueblo Viejo - Rio el Sueño;15;73.637;1025;30;244;9;14;;;0
218;17/06/2020 12:06;Monteros - Rio Caspichango;10;73.838;1022;26;244;49;9;;;0
219;17/06/2020 15:16;Huasa Pampa - Rio Marapa;11;73.72;1025;34;244;16;10;;;0
220;17/06/2020 15:32;Interseccion ruta 321 - S M de Tuc;4;73.600;1024;10;244;7;3;;;0
221;18/06/2020 02:28;Huasa Pampa - Rio Marapa;3;73.302;1024;24;244;45;2;;;0
222;18/06/2020 11:33;Rio el Sueño - Huasa Pampa;14;73.467;1022;37;244;24;13;;;0
223;18/06/2020 12:18;Rio el Sueño - Huasa Pampa;8;73.844;1020;59;244;44;7;;;0
224;18/06/2020 16:21;Rio Caspichango - Interseccion ruta 322;12;73.355;1026;64;244;63;11;;;0
225;19/06/2020 08:28;Huasa Pampa - Rio Marapa;15;73.913;1023;1;244;32;14;;;0
226;19/06/2020 17:20;Pueblo Viejo - Rio el Sueño;9;73.926;1022;23;244;9;8;;;0
227;19/06/2020 19:10;Rio Caspichango - Interseccion ruta 322;8;73.7;1019;17;244;21;7;;;0
228;20/06/2020 09:18;Rio Marapa - Villa Belgrano;7;73.442;1019;36;244;52;6;;;0
229;20/06/2020 23:11;Villa Belgrano - Aguilares;3;73.61;1021;27;244;30;2;;;0
230;21/06/2020 23:33;Concepcion - Rio Seco;5;73.308;1025;33;244;7;4;;;0
231;22/06/2020 01:54;Rio Marapa - Villa Belgrano;4;73.449;1019;32;244;39;3;;;0
232;22/06/2020 06:50;Concepcion - Rio Seco;14;73.821;1021;38;244;37;13;;;0
233;22/06/2020 09:26;Rio Caspichango - Interseccion ruta 322;3;73.763;1022;44;244;31;2;;;0
234;22/06/2020 12:39;Interseccion ruta 322 - Interseccion ruta 321;6;73.14;1026;69;244;24;5;;;0
235;22/06/2020 18:16;Concepcion - Rio Seco;4;73.993;1025;20;244;62;3;;;0
236;23/06/2020 04:40;Rio Marapa - Villa Belgrano;14;73.641;1023;35;244;50;13;;;0
237;23/06/2020 22:55;Aguilares - Concepcion;8;73.485;1023;43;244;50;7;;;0
238;24/06/2020 03:46;Aguilares - Concepcion;2;73.895;1019;43;244;24;1;;;0
239;24/06/2020 04:02;Huasa Pampa - Rio Marapa;3;73.777;1019;41;244;22;2;;;0
240;24/06/2020 04:55;Monteros - Rio Caspichango;12;73.508;1024;40;244;46;11;;;0
241;24/06/2020 06:21;Rio Marapa - Villa Belgrano;2;73.393;1021;8;244;26;1;;;0
242;24/06/2020 13:36;Interseccion ruta 322 - Interseccion ruta 321;14;73.848;1020;64;244;28;13;;;0
243;24/06/2020 20:35;Rio Seco - Monteros;14;73.58;1022;35;244;3;13;;;0
244;24/06/2020 21:28;Rio Marapa - Villa Belgrano;5;73.757;1019;0;244;2;4;;;0
245;25/06/2020 03:34;Rumi Punco - Pueblo Viejo;9;73.60;1026;22;244;19;8;;;0
246;25/06/2020 04:15;Rio Marapa - Villa Belgrano;3;73.997;1020;63;244;27;2;;;0
247;26/06/2020 09:36;Interseccion ruta 322 - Interseccion ruta 321;14;73.202;1026;67;244;38;13;;;0
248;26/06/2020 22:56;Rumi Punco - Pueblo Viejo;12;73.256;1023;14;244;61;11;;;0
249;27/06/2020 00:23;Rio Caspichango - Interseccion ruta 322;6;73.305;1023;3;244;39;5;;;0
250;27/06/2020 08:55;Aguilares - Concepcion;4;73.225;1023;39;244;19;3;;;0
251;27/06/2020 16:15;Villa Belgrano - Aguilares;10;73.448;1023;44;244;33;9;;;0
252;28/06/2020 06:09;Interseccion ruta 322 - Interseccion ruta 321;11;73.751;1020;1;244;42;10;;;0
253;28/06/2020 07:56;Concepcion - Rio Seco;11;73.728;1023;66;244;18;10;;;0
254;28/06/2020 11:22;Interseccion ruta 321 - S M de Tuc;3;73.774;1023;50;244;22;2;;;0
255;29/06/2020 10:39;Concepcion - Rio Seco;10;73.455;1026;44;244;41;9;;;0
256;29/06/2020 10:47;Huasa Pampa - Rio Marapa;12;73.862;1023;21;244;60;11;;;0
257;29/06/2020 10:49;Pueblo Viejo - Rio el Sueño;15;73.439;1025;61;244;16;14;;;0
258;29/06/2020 17:53;Concepcion - Rio Seco;13;73.888;1019;1;244;61;12;;;0
259;02/07/2020 11:23;Huasa Pampa - Rio Marapa;9;73.133;1023;19;244;38;8;;;0
260;02/07/2020 14:53;Interseccion ruta 322 - Interseccion ruta 321;13;73.1031;1022;55;244;8;12;;;0
261;02/07/2020 15:19;Huasa Pampa - Rio Marapa;10;73.810;1020;40;244;12;9;;;0
262;03/07/2020 08:02;Rumi Punco - Pueblo Viejo;1;73.269;1020;21;244;26;0;;;0
263;03/07/2020 19:57;Monteros - Rio Caspichango;13;73.245;1025;28;244;27;12;;;0
264;04/07/2020 03:07;Rumi Punco - Pueblo Viejo;13;73.957;1022;66;244;11;12;;;0
265;04/07/2020 08:27;Pueblo Viejo - Rio el Sueño;5;73.70;1022;3;244;35;4;;;0
266;04/07/2020 11:41;Rio Marapa - Villa Belgrano;15;73.853;1024;34;244;42;14;;;0
267;04/07/2020 13:38;Rio el Sueño - Huasa Pampa;4;73.80;1020;42;244;22;3;;;0
268;05/07/2020 23:24;Huasa Pampa - Rio Marapa;14;73.432;1021;49;244;29;13;;;0
269;06/07/2020 12:27;Rio Caspichango - Interseccion ruta 322;2;73.460;1024;54;244;36;1;;;0
270;06/07/2020 12:40;Monteros - Rio Caspichango;14;73.669;1025;49;244;14;13;;;0
271;07/07/2020 23:45;Rio Marapa - Villa Belgrano;7;73.43;1025;65;244;41;6;;;0
272;08/07/2020 15:19;Aguilares - Concepcion;15;73.494;1021;17;244;26;14;;;0
273;09/07/2020 04:50;Interseccion ruta 321 - S M de Tuc;7;73.688;1021;28;244;26;6;;;0
